,level,temp_1,temp_2,efficient,time,target,class
201,0,297.3,308.4,67732.59999999999,31,0,Normal
202,1,297.4,308.6,57836.0,33,0,Normal
203,0,297.3,308.4,69761.90000000001,36,0,Normal
204,1,297.2,308.3,49335.0,38,0,Normal
205,0,297.2,308.4,61466.0,41,0,Normal
206,1,297.2,308.3,49728.0,43,0,Normal
207,1,297.2,308.3,62534.700000000004,46,0,Normal
208,0,297.1,308.2,68427.59999999999,49,0,Normal
209,1,297.0,308.1,64951.700000000004,51,0,Normal
210,1,297.0,308.0,67443.2,54,0,Normal
211,1,297.0,307.9,51807.100000000006,57,0,Normal
212,1,296.9,307.9,68591.6,60,0,Normal
213,2,296.9,307.9,56830.5,63,0,Normal
214,1,296.9,307.9,40371.6,68,0,Normal
215,1,296.9,308.0,79937.0,71,0,Normal
216,0,296.9,308.0,67978.0,74,0,Normal
217,1,297.0,308.1,69647.0,76,0,Normal
218,2,297.0,308.1,67116.0,79,0,Normal
219,0,296.9,308.0,52474.5,84,0,Normal
220,0,296.8,308.0,74719.5,86,0,Normal
221,2,296.9,308.0,70513.0,88,0,Normal
222,1,297.0,308.1,54897.7,93,0,Normal
223,0,297.0,308.1,65664.90000000001,96,0,Normal
224,2,297.0,308.1,33782.0,98,0,Normal
225,0,297.0,308.1,59943.0,103,0,Normal
226,2,296.9,308.0,66410.4,105,0,Normal
227,0,296.9,307.9,76783.5,110,0,Normal
228,1,296.8,307.8,60333.899999999994,112,0,Normal
229,1,296.8,307.8,55902.0,115,0,Normal
230,0,296.8,307.9,48535.6,118,0,Normal
231,0,296.9,308.0,62074.0,120,0,Normal
232,0,297.0,308.1,63292.5,122,0,Normal
233,1,297.0,308.2,52251.4,124,0,Normal
234,1,296.9,308.1,56722.6,127,0,Normal
235,0,297.0,308.2,46363.799999999996,130,0,Normal
236,1,297.0,308.3,64913.6,132,0,Normal
237,0,297.0,308.3,82541.0,135,0,Normal
238,0,297.0,308.3,71765.2,137,0,Normal
239,0,297.1,308.3,45309.1,139,0,Normal
240,2,297.1,308.3,61918.0,141,0,Normal
241,0,297.1,308.4,63240.0,146,0,Normal
242,0,297.1,308.4,59866.200000000004,148,0,Normal
243,1,297.1,308.4,60470.600000000006,150,0,Normal
244,0,297.1,308.4,69764.0,153,0,Normal
245,1,297.1,308.4,44180.0,155,0,Normal
246,1,297.2,308.5,65282.8,158,0,Normal
247,0,297.2,308.6,55650.0,161,0,Normal
248,1,297.2,308.5,75838.40000000001,163,0,Normal
249,2,297.2,308.5,34160.0,166,0,Normal
250,2,297.1,308.4,51935.6,171,0,Normal
251,2,297.1,308.4,63329.4,176,0,Normal
252,1,297.1,308.4,56024.6,181,0,Normal
253,1,297.1,308.4,52649.0,184,0,Normal
254,2,297.2,308.5,58242.6,187,0,Normal
255,0,297.2,308.6,51206.8,192,0,Normal
256,1,297.1,308.5,52520.399999999994,194,0,Normal
257,0,297.1,308.4,65179.2,197,0,Normal
258,1,297.1,308.4,76468.8,199,0,Normal
259,0,297.1,308.4,49018.399999999994,202,0,Normal
260,1,297.1,308.4,53039.2,204,0,Normal
261,2,297.2,308.5,55044.899999999994,207,0,Normal
262,0,297.2,308.5,64907.7,212,0,Normal
263,0,297.2,308.6,59857.8,214,0,Normal
264,0,297.3,308.7,53985.6,216,0,Normal
265,0,297.3,308.7,55918.9,218,0,Normal
266,1,297.4,308.8,66183.3,220,0,Normal
267,0,297.5,308.8,63619.5,223,0,Normal
268,0,297.5,308.8,75005.7,0,0,Normal
269,2,297.5,308.8,70642.0,2,0,Normal
270,2,297.5,308.9,71943.3,7,0,Normal
271,1,297.5,308.9,57869.50000000001,12,0,Normal
272,0,297.5,308.9,63038.0,15,0,Normal
273,0,297.5,308.9,71920.8,17,0,Normal
274,1,297.5,308.9,62080.0,19,0,Normal
275,0,297.6,309.0,51646.399999999994,22,0,Normal
276,2,297.6,309.0,47502.0,24,0,Normal
277,2,297.8,309.2,54384.0,29,0,Normal
278,0,297.8,309.2,79660.0,34,0,Normal
279,1,297.8,309.3,35215.1,36,0,Normal
280,0,297.9,309.4,55620.600000000006,39,0,Normal
281,0,298.0,309.6,56828.399999999994,41,0,Normal
282,1,298.1,309.6,59946.3,43,0,Normal
283,0,298.0,309.5,68516.8,46,0,Normal
284,0,298.1,309.5,61320.6,48,0,Normal
285,1,298.0,309.4,84088.40000000001,50,0,Normal
286,2,298.0,309.4,60345.0,53,0,Normal
287,2,298.0,309.4,59512.200000000004,58,0,Normal
288,0,298.1,309.4,67335.40000000001,63,0,Normal
289,2,298.1,309.5,61506.00000000001,65,0,Normal
290,1,298.1,309.4,64831.200000000004,70,0,Normal
291,1,298.2,309.4,58239.2,73,0,Normal
292,1,298.2,309.4,65472.0,76,0,Normal
293,0,298.2,309.4,73954.2,79,0,Normal
294,1,298.3,309.6,61393.1,81,0,Normal
295,2,298.3,309.5,56429.1,84,0,Normal
296,2,298.3,309.5,77486.09999999999,89,0,Normal
297,0,298.3,309.4,55810.600000000006,94,0,Normal
298,0,298.3,309.4,61562.4,96,0,Normal
299,0,298.4,309.5,32940.9,98,1,PWF
300,1,298.5,309.6,62216.4,100,0,Normal
301,0,298.5,309.6,63754.6,103,0,Normal
302,0,298.5,309.6,58888.5,105,0,Normal
303,1,298.5,309.6,69456.2,107,0,Normal
304,1,298.6,309.7,52647.00000000001,110,0,Normal
305,0,298.6,309.7,65448.2,113,0,Normal
306,1,298.6,309.7,47570.0,115,0,Normal
307,1,298.7,309.7,44458.4,118,0,Normal
308,2,298.7,309.8,52838.799999999996,121,0,Normal
309,0,298.8,309.9,59885.799999999996,126,0,Normal
310,0,298.7,309.8,76128.59999999999,128,0,Normal
311,0,298.7,309.9,55276.100000000006,130,0,Normal
312,0,298.8,309.9,60547.2,132,0,Normal
313,1,298.7,309.8,71984.8,134,0,Normal
314,1,298.7,309.9,58611.600000000006,137,0,Normal
315,0,298.7,309.8,75354.0,140,0,Normal
316,0,298.7,309.9,48642.399999999994,142,0,Normal
317,0,298.6,309.8,68778.5,144,0,Normal
318,0,298.7,309.9,67702.5,146,0,Normal
319,0,298.8,310.0,41120.8,148,0,Normal
320,0,298.8,310.0,50828.799999999996,150,0,Normal
321,0,298.8,310.0,61561.799999999996,152,0,Normal
322,0,298.8,310.0,59908.3,154,0,Normal
323,0,298.9,310.1,43750.0,156,0,Normal
324,0,298.9,310.2,51439.4,158,0,Normal
325,0,298.9,310.2,75199.6,160,0,Normal
326,0,298.9,310.1,47927.4,162,0,Normal
327,0,298.9,310.1,62749.8,164,0,Normal
328,0,298.9,310.2,77327.09999999999,166,0,Normal
329,1,299.0,310.3,56407.5,168,0,Normal
330,0,299.0,310.3,68400.0,171,0,Normal
331,0,299.0,310.3,55306.9,173,0,Normal
332,0,299.0,310.3,66116.4,175,0,Normal
333,1,299.0,310.3,52680.6,177,0,Normal
334,0,299.0,310.3,47067.6,180,0,Normal
335,1,299.0,310.3,58674.0,182,0,Normal
336,0,298.9,310.2,72186.0,185,0,Normal
337,2,298.9,310.1,72454.8,187,0,Normal
338,0,298.9,310.1,70363.7,192,0,Normal
339,1,298.8,310.1,92603.5,194,1,OSF
340,2,298.8,310.1,57665.6,197,0,Normal
341,0,298.9,310.2,65611.5,202,0,Normal
342,0,298.8,310.2,48615.200000000004,204,0,Normal
343,1,298.8,310.1,49507.200000000004,206,0,Normal
344,2,298.8,310.2,50555.2,209,0,Normal
345,0,298.9,310.2,51219.2,214,0,Normal
346,2,298.9,310.2,47462.8,216,0,Normal
347,0,299.0,310.3,44832.0,221,0,Normal
348,1,299.0,310.3,55153.2,223,0,Normal
349,0,299.0,310.4,67021.5,226,1,OSF
350,0,299.0,310.4,73759.8,228,1,OSF
351,0,298.9,310.3,51605.8,230,0,Normal
352,2,298.7,310.2,58068.0,0,0,Normal
353,0,298.6,310.1,46811.2,5,0,Normal
354,1,298.6,310.2,52542.0,7,0,Normal
355,0,298.6,310.2,56954.7,10,0,Normal
356,1,298.6,310.2,67064.0,12,0,Normal
357,1,298.6,310.1,52668.0,15,0,Normal
358,0,298.5,310.2,54805.200000000004,18,0,Normal
359,0,298.5,310.1,52280.1,20,0,Normal
360,0,298.5,310.0,47084.4,22,0,Normal
361,0,298.6,310.1,51968.7,24,0,Normal
362,0,298.7,310.2,46874.1,26,0,Normal
363,0,298.7,310.2,62016.5,28,0,Normal
364,0,298.7,310.2,64351.799999999996,30,0,Normal
365,0,298.7,310.2,68210.0,32,0,Normal
366,0,298.7,310.2,66642.5,34,0,Normal
367,1,298.7,310.2,53213.399999999994,36,0,Normal
368,1,298.6,310.1,69456.40000000001,39,0,Normal
369,0,298.6,310.0,64032.0,42,0,Normal
370,1,298.6,310.0,59675.5,44,0,Normal
371,0,298.6,309.9,59578.2,47,0,Normal
372,0,298.6,309.9,66767.7,49,0,Normal
373,1,298.7,310.1,54006.7,51,0,Normal
374,0,298.7,310.2,70621.2,54,0,Normal
375,2,298.8,310.2,47113.200000000004,56,0,Normal
376,1,298.6,310.1,61090.2,61,0,Normal
377,0,298.6,310.0,62500.4,64,0,Normal
378,0,298.7,310.1,78241.8,66,0,Normal
379,0,298.7,310.2,51834.600000000006,68,0,Normal
380,0,298.7,310.1,56146.0,70,0,Normal
381,1,298.7,310.1,77702.4,72,0,Normal
382,1,298.8,310.2,59287.5,75,0,Normal
383,2,298.8,310.3,46286.8,78,0,Normal
384,1,298.7,310.3,61461.5,83,0,Normal
385,0,298.7,310.3,58040.0,86,0,Normal
386,1,298.7,310.3,57856.50000000001,88,0,Normal
387,1,298.8,310.3,65751.4,91,0,Normal
388,1,298.8,310.3,80594.0,94,0,Normal
389,0,298.8,310.3,57150.399999999994,97,0,Normal
390,1,298.8,310.3,56688.8,99,0,Normal
391,1,298.8,310.2,47642.4,102,0,Normal
392,0,298.8,310.2,68228.7,105,0,Normal
393,2,298.8,310.2,65329.5,107,0,Normal
394,0,298.7,310.1,56375.99999999999,112,0,Normal
395,0,298.7,310.1,49472.2,114,0,Normal
396,1,298.8,310.2,56513.100000000006,116,0,Normal
397,0,298.8,310.1,50085.9,119,0,Normal
398,1,298.9,310.2,65219.0,121,0,Normal
399,0,298.9,310.3,64999.2,124,0,Normal
400,1,298.9,310.2,57868.3,126,0,Normal
401,0,298.9,310.2,57800.0,129,0,Normal
402,0,298.9,310.1,47580.3,131,0,Normal
403,2,298.9,310.1,67542.3,133,0,Normal
404,0,298.9,310.2,65612.4,138,0,Normal
405,0,298.9,310.2,77213.2,140,0,Normal
406,0,298.9,310.2,24085.600000000002,142,1,PWF
407,1,299.0,310.3,69620.40000000001,144,0,Normal
408,0,299.1,310.4,53080.2,147,0,Normal
409,0,299.1,310.4,67188.0,149,0,Normal
410,0,299.1,310.4,57644.4,151,0,Normal
411,0,299.0,310.3,58133.600000000006,153,0,Normal
412,0,299.1,310.2,59935.8,155,0,Normal
413,0,299.1,310.3,68595.2,157,0,Normal
414,0,299.0,310.2,66685.5,159,0,Normal
415,2,298.9,310.1,85648.2,161,0,Normal
416,2,298.9,310.2,57756.4,166,0,Normal
417,1,298.9,310.1,74578.4,171,0,Normal
418,0,299.0,310.2,65856.0,174,0,Normal
419,1,298.9,310.1,63133.0,176,0,Normal
420,0,298.9,310.1,59523.8,179,0,Normal
421,0,298.9,310.1,69216.0,181,0,Normal
422,0,298.9,310.0,52863.2,183,0,Normal
423,0,298.9,310.0,71002.8,185,0,Normal
424,0,298.9,310.1,62305.0,187,0,Normal
425,1,298.9,310.1,78150.8,189,0,Normal
426,0,298.9,310.1,45489.6,192,0,Normal
427,1,298.8,309.9,75278.0,194,0,Normal
428,1,298.7,309.8,56077.600000000006,197,0,Normal
429,1,298.7,309.8,66097.0,200,0,Normal
430,0,298.7,309.9,53361.0,203,0,Normal
431,1,298.7,309.9,37910.6,205,0,Normal
432,0,298.7,309.9,59328.5,208,0,Normal
433,0,298.8,309.9,62568.0,210,0,Normal
434,0,298.7,309.8,72168.2,212,1,OSF
435,1,298.8,309.9,52624.00000000001,214,0,Normal
436,0,298.7,309.8,50530.200000000004,217,0,Normal
437,0,298.7,309.8,54315.0,0,0,Normal
438,0,298.7,309.8,51402.6,2,0,Normal
439,0,298.7,309.7,68421.59999999999,4,0,Normal
440,0,298.6,309.7,73224.0,6,0,Normal
441,1,298.7,309.7,56121.200000000004,8,0,Normal
442,0,298.7,309.8,56178.2,11,0,Normal
443,0,298.8,309.9,52841.600000000006,13,0,Normal
444,1,298.9,310.0,63772.799999999996,15,0,Normal
445,0,298.9,310.0,67935.4,18,0,Normal
446,1,298.9,309.9,58125.6,20,0,Normal
447,0,298.8,309.8,61503.6,23,0,Normal
448,0,298.8,309.8,59972.0,25,0,Normal
449,1,298.8,309.8,68299.2,27,0,Normal
450,2,298.8,309.9,64244.6,30,0,Normal
451,2,298.8,309.8,66742.0,35,0,Normal
452,0,298.8,309.9,57946.200000000004,45,0,Normal
453,1,298.8,309.8,56758.0,47,0,Normal
454,1,298.8,309.9,48225.7,50,0,Normal
455,0,298.8,309.9,60139.99999999999,53,0,Normal
456,1,298.8,310.0,57211.0,55,0,Normal
457,0,298.9,310.1,61196.4,58,0,Normal
458,0,299.0,310.2,55978.299999999996,60,0,Normal
459,0,299.0,310.1,47245.6,62,0,Normal
460,1,299.0,310.2,58282.399999999994,64,0,Normal
461,1,299.0,310.3,55843.200000000004,67,0,Normal
462,1,299.0,310.3,51367.0,70,0,Normal
463,2,299.0,310.4,51651.6,73,0,Normal
464,1,299.0,310.3,57735.299999999996,78,0,Normal
465,0,298.9,310.4,46507.399999999994,81,0,Normal
466,0,299.0,310.3,54489.6,83,0,Normal
467,0,299.1,310.4,59305.0,85,0,Normal
468,0,299.1,310.4,66973.2,87,0,Normal
469,0,299.0,310.4,73246.0,89,0,Normal
470,0,299.0,310.3,64543.0,91,0,Normal
471,0,299.0,310.3,62540.0,93,0,Normal
472,0,298.9,310.3,73656.0,95,0,Normal
473,0,299.0,310.3,53139.200000000004,97,0,Normal
474,0,299.0,310.3,68688.59999999999,99,0,Normal
475,0,298.9,310.2,67244.1,101,0,Normal
476,0,298.9,310.2,47085.600000000006,103,0,Normal
477,0,298.8,310.1,63476.5,105,0,Normal
478,0,298.8,310.0,65375.6,107,0,Normal
479,0,298.7,309.8,63231.399999999994,109,0,Normal
480,0,298.7,309.8,68932.5,111,0,Normal
481,0,298.6,309.8,46628.799999999996,113,0,Normal
482,1,298.6,309.8,63713.1,115,0,Normal
483,0,298.6,309.8,62275.200000000004,118,0,Normal
484,0,298.5,309.7,61216.200000000004,120,0,Normal
485,0,298.5,309.6,76165.6,122,0,Normal
486,1,298.5,309.6,63991.0,124,0,Normal
487,1,298.5,309.5,64303.5,127,0,Normal
488,1,298.5,309.5,84555.4,130,0,Normal
489,1,298.4,309.5,53772.6,133,0,Normal
490,0,298.4,309.5,47883.6,136,0,Normal
491,0,298.3,309.4,55892.0,138,0,Normal
492,0,298.3,309.4,56134.399999999994,140,0,Normal
493,0,298.2,309.3,59348.99999999999,142,0,Normal
494,1,298.2,309.3,38447.2,144,0,Normal
495,1,298.2,309.2,80186.40000000001,147,0,Normal
496,1,298.1,309.1,76020.0,150,0,Normal
497,0,298.0,308.9,56176.8,153,0,Normal
498,1,298.0,309.0,61230.4,155,0,Normal
499,1,298.1,309.0,38136.8,158,0,Normal
500,1,298.2,309.2,52730.4,161,0,Normal
501,0,298.2,309.1,69306.5,164,0,Normal
502,0,298.2,309.1,56918.399999999994,166,0,Normal
503,1,298.2,309.0,45831.8,168,0,Normal
504,0,298.2,309.0,58735.799999999996,171,0,Normal
505,1,298.1,308.9,62508.600000000006,173,0,Normal
506,1,298.0,308.7,86521.5,176,1,PWF
507,0,298.0,308.8,67170.4,179,0,Normal
508,1,298.0,308.7,66784.5,181,0,Normal
509,2,297.9,308.5,61681.8,184,0,Normal
510,0,298.0,308.7,87999.20000000001,189,1,OSF
511,0,298.0,308.7,55874.7,191,0,Normal
512,0,298.0,308.8,48688.0,193,0,Normal
513,1,298.1,308.8,35957.8,195,0,Normal
514,1,298.0,308.7,36557.399999999994,198,0,Normal
515,1,298.0,308.7,69215.2,201,0,Normal
516,0,298.0,308.7,70468.40000000001,204,0,Normal
517,0,298.0,308.7,46400.2,206,0,Normal
518,0,298.0,308.7,70782.0,208,0,Normal
519,0,298.0,308.7,59674.200000000004,210,0,Normal
520,0,298.0,308.8,54257.00000000001,212,0,Normal
521,1,298.0,308.6,76643.2,214,0,Normal
522,1,298.0,308.6,56211.1,217,0,Normal
523,1,298.1,308.7,60178.299999999996,0,0,Normal
524,0,298.1,308.7,49752.6,3,0,Normal
525,2,298.0,308.7,54558.899999999994,5,0,Normal
526,0,298.1,308.7,51587.2,10,0,Normal
527,1,298.1,308.8,61212.8,12,0,Normal
528,1,298.2,308.9,57297.0,15,0,Normal
529,0,298.2,308.9,69012.0,18,0,Normal
530,1,298.2,308.9,54630.399999999994,20,0,Normal
531,2,298.2,309.0,76364.7,23,0,Normal
532,1,298.2,308.9,58212.0,28,0,Normal
533,0,298.3,309.1,59027.200000000004,31,0,Normal
534,1,298.2,308.9,54365.49999999999,33,0,Normal
535,2,298.2,309.0,58887.4,36,0,Normal
536,0,298.3,309.0,56051.1,41,0,Normal
537,0,298.2,309.0,57315.799999999996,43,0,Normal
538,0,298.2,309.0,33796.200000000004,45,0,Normal
539,0,298.1,309.0,49321.200000000004,47,0,Normal
